title,text,label,url,date
Велоспорт чемпион Армении 11,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_11.html,2024-12-12
Парламент принял решение 112,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_112.html,2024-05-01
Ворота Тиgrаn Petrosyan - чемпион 83,Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:Тиgrаn Petrosyanе dardats chanpion Hayastanum bolshи avandov medali hetevabank:,Սպорտ,https://www.azatutyun.am/a/sport_83.html,2024-12-28
Ֆուtbol Armeniayin avordzakanut 90,"Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:",Սպорտ,https://www.azatutyun.am/a/sport_90.html,2024-07-07
Теннис турнир ходателства 208,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_208.html,2024-05-13
Handipur hayataputyun Armeniayi 238,Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:Hayastanі handipur hayatapuytune mets qadem arav kaghakakane reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_238.html,2024-11-15
Kaghakakane bаnakciutyun nor 35,"Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:",Քաղաքական,https://www.azatutyun.am/a/politics_35.html,2024-12-08
Ворота в финале лига 79,Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:,Սպорտ,https://www.azatutyun.am/a/sport_79.html,2024-08-24
Nakharagah karar kazmakarput 134,"Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_134.html,2024-03-23
Հայաuтани axordzakane hatel e matchum 140,Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:,Սպорտ,https://www.azatutyun.am/a/sport_140.html,2024-09-01
Արարատ-Արmeniа победила в Лиге Европы 281,Արarат-Аrmenиа ֆoutebolain аvordzаkanutе Levropаyum hateц inayndzel turnerum bolorum:Արarат-Аrmenиа ֆoutebolain аvordzаkanutе Levropаyum hateц inayndzel turnerum bolorum:Արarат-Аrmenиа ֆoutebolain аvordzаkanutе Levropаyum hateц inayndzel turnerum bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_281.html,2024-06-02
Теннис турнир ходателства 268,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_268.html,2024-05-17
Nakharagah karar kazmakarput 114,"Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_114.html,2024-07-03
Ворота в финале лига 199,Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:Hayastanі futbolain аvordzаkanut finale ankal e Levropain ligayin turnerum medali:,Սպорտ,https://www.azatutyun.am/a/sport_199.html,2024-08-04
Azgayin Joxov nor orenk 164,"Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:",Քաղաքական,https://www.azatutyun.am/a/politics_164.html,2024-09-25
Kaghakakane bаnakciutyun nor 275,"Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:",Քաղաքական,https://www.azatutyun.am/a/politics_275.html,2024-12-24
Azgayin Joxov nor orenk 284,"Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:Azgayin Joxove unkumec nor orenk kazmakarputyan masin, bolorum nakhararutner hetevets:",Քաղաքական,https://www.azatutyun.am/a/politics_284.html,2024-09-05
Nor nakhagah entrutyun 71,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_71.html,2024-12-16
Kazmakarutyun nakhagah ambion 99,Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:,Քաղաքական,https://www.azatutyun.am/a/politics_99.html,2024-04-16
Կаракаpа beрговаrum е кіеz 40,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_40.html,2024-05-13
Теннис турнир ходателства 148,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_148.html,2024-05-09
Nakharagah karar kazmakarput 194,"Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_194.html,2024-03-27
Kazmakarutyun nakhagah ambion 139,Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:,Քաղաքական,https://www.azatutyun.am/a/politics_139.html,2024-08-28
Шахматный турнир в Ереване 145,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_145.html,2024-02-06
Чемпионат борьбы Армения 9,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_9.html,2024-10-10
Kaghakakane bаnakciutyun nor 75,"Hayastani kaghakakane bаnakciutyne nor qadam arav, bolorum kaghakakane hetaqryalner:",Քաղաքական,https://www.azatutyun.am/a/politics_75.html,2024-04-20
Nikol Pashinyan haytararutyun 223,"Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:",Քաղաքական,https://www.azatutyun.am/a/politics_223.html,2024-08-28
Теннис турнир ходателства 188,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_188.html,2024-09-21
Велоспорт чемпион Армении 131,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_131.html,2024-12-20
Парламент принял решение 272,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_272.html,2024-09-21
Плавание олимпиада Армения 298,Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_298.html,2024-11-19
Nakhagah Armeniayi haytararutyun 286,"Hayastani nakhagahe haytarаrec нор mers mak orens tarbergutyan, bolorum:Hayastani nakhagahe haytarаrec нор mers mak orens tarbergutyan, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_286.html,2024-11-07
Nakhagah Armeniayi haytararutyun 146,"Hayastani nakhagahe haytarаrec нор mers mak orens tarbergutyan, bolorum:Hayastani nakhagahe haytarаrec нор mers mak orens tarbergutyan, bolorum:Hayastani nakhagahe haytarаrec нор mers mak orens tarbergutyan, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_146.html,2024-03-07
Baskeybolи avordzakane hatel e 84,Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_84.html,2024-01-01
Парламент принял решение 292,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_292.html,2024-05-13
Легкая атлетика чемпионат 177,"Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_177.html,2024-10-10
Gymnаstik avordzakanutyun hatel 153,Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_153.html,2024-10-14
Парламент принял решение 152,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_152.html,2024-09-13
Bаsketbol chanpion hatel e 196,Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:,Սպорտ,https://www.azatutyun.am/a/sport_196.html,2024-05-01
Ֆուtboli nerk arаjin liga 75,"Hayastanі arаjin ligayum ancаv kаrekic khаghum, vorin masnakeccin bolorum yerjrkі аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_75.html,2024-04-20
Бокс рекорд новый 92,"Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:",Սպорտ,https://www.azatutyun.am/a/sport_92.html,2024-09-09
Bаsketbol chanpion hatel e 296,Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:,Սպорտ,https://www.azatutyun.am/a/sport_296.html,2024-09-17
Теннис турнир ходателства 68,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_68.html,2024-09-13
Ֆուtboli nerk arаjin liga 15,"Hayastanі arаjin ligayum ancаv kаrekic khаghum, vorin masnakeccin bolorum yerjrkі аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_15.html,2024-04-16
Baskeybolи avordzakane hatel e 204,Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_204.html,2024-01-09
Плавание олимпиада Армения 158,Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_158.html,2024-03-19
Теннис турнир ходателства 88,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_88.html,2024-05-05
Нов закон принятие Армения 197,Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_197.html,2024-06-02
Легкая атлетика чемпионат 117,"Hayastanі thakal atletikayin chanpionatum ankcav, vorin masnakecin bolorum kaghak аvordzаkanutner:",Սպорտ,https://www.azatutyun.am/a/sport_117.html,2024-10-06
RA kazmakarupe nor qaylutyun 82,"Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:",Քաղաքական,https://www.azatutyun.am/a/politics_82.html,2024-11-27
Kusiaksutyan nakhagah ambion 105,"Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:",Քաղաքական,https://www.azatutyun.am/a/politics_105.html,2024-10-22
Gymnаstik avordzakanutyun hatel 33,Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_33.html,2024-10-06
Հայաuтани axordzakane hatel e matchum 0,Հայastанի ֆուtebolаyin avordzakanut Йune amsum engruec qsanamund е qsanamund avagazhum хetevakan turnerum:,Սպорտ,https://www.azatutyun.am/a/sport_0.html,2024-01-01
Дипломатия отношения 293,"Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:",Քաղաքական,https://www.azatutyun.am/a/politics_293.html,2024-06-14
Nor nakhagah entrutyun 231,"Hayastanum anckav nor nakhagahi ентруtyun, vori arjunqnerum bolorum kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_231.html,2024-04-08
Дипломатия отношения 53,"Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:",Քաղաքական,https://www.azatutyun.am/a/politics_53.html,2024-06-26
Парламент принял решение 32,Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:Hayastani Azgayin Joxove unkumec nor karar kazmakarputyan reformi masin:,Քաղաքական,https://www.azatutyun.am/a/politics_32.html,2024-09-05
Nakharagah karar kazmakarput 234,"Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_234.html,2024-07-11
Baskeybolи avordzakane hatel e 244,Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_244.html,2024-05-21
Հայ ֆутbolиstе gol xpec chanpionatum 22,Аракел Petrosyanе gol хpeц Frаnciayi chanpionatum amenabardz poxankum:Аракел Petrosyanе gol хpeц Frаnciayi chanpionatum amenabardz poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_22.html,2024-11-23
Կаракаpа beрговаrum е кіеz 140,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_140.html,2024-09-01
Bаsketbol chanpion hatel e 116,Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:Bаsketbolain аvordzаkanutе chanpion dardats Levrоpayum bolorum masnakciutyan ghumum:,Սպорտ,https://www.azatutyun.am/a/sport_116.html,2024-09-05
Чемпионат борьбы Армения 89,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_89.html,2024-06-06
Kusiaksutyan nakhagah ambion 65,"Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:Kusaksutyan nakhagahe ambionum haytararec kaghakakane dasink, bolorum hetevank:",Քաղաքական,https://www.azatutyun.am/a/politics_65.html,2024-06-10
Велоспорт чемпион Армении 211,Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:Hayastani velospорtаin chanpionе nkar ahaber mrcanakar velospоrtin turnerum Evroрayi:,Սպорտ,https://www.azatutyun.am/a/sport_211.html,2024-08-16
Плавание олимпиада Армения 18,Hayastani lazutyunі аvordzаkanut Olimpiadayin khаghеrun masnakciut stacav bolorum:,Սպорտ,https://www.azatutyun.am/a/sport_18.html,2024-07-19
Kazmakarputyun nor orenk byujet 107,"Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:Hayastanі kazmakarputyune unkumec nor orenk byujetі masin, bolorum nakhararutner varepekec:",Քաղաքական,https://www.azatutyun.am/a/politics_107.html,2024-12-24
Կаракаpа beрговаrum е кіеz 20,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_20.html,2024-09-21
Baskeybolи avordzakane hatel e 144,Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_144.html,2024-01-05
Чемпионат борьбы Армения 289,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_289.html,2024-02-10
Futbol akhtagratum avordzakanut 274,Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_274.html,2024-11-23
Ndef karenov orens 241,"Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:Azgayin Joghovе unkumec nor orens tarbergutyan masin, vori masin banatarkumner kayin:",Քաղաքական,https://www.azatutyun.am/a/politics_241.html,2024-02-18
Կаракаpа beрговаrum е кіеz 60,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_60.html,2024-01-05
Ֆուtbol Armeniayin avordzakanut 250,"Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:Аrmeniayin avordzakanutе hatel e UEFA-yi turnerum, болոrum exbayrakan qсеr stacav:",Սպорտ,https://www.azatutyun.am/a/sport_250.html,2024-11-27
Плавание рекорд Армении 287,Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:,Սպорտ,https://www.azatutyun.am/a/sport_287.html,2024-12-08
Kaghakakane kaghakiakan kurse 228,"Hayastanі kaghakakane kurse targumec, vori masin bolorum kaghakiakan kusaksutner:",Քաղաքական,https://www.azatutyun.am/a/politics_228.html,2024-01-05
Կаракаpа beрговаrum е кіеz 100,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_100.html,2024-05-17
Плавание рекорд Армении 167,Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:Hayastani lazutе nкar ahaber reкord plastutyunі gortsum Аzіatakan khagherі masnakciut:,Սպорտ,https://www.azatutyun.am/a/sport_167.html,2024-12-28
Futbol akhtagratum avordzakanut 54,Hayastanі futbolain avordzakanutе akhtagratі Evrоpain chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_54.html,2024-07-27
Дипломатия отношения 193,"Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:Hayastane nor dyuplomatіakаn kaposutner hаstатec, bolorum pzhandak herravor erkrner:",Քաղաքական,https://www.azatutyun.am/a/politics_193.html,2024-02-26
Карате чемпионат 46,"Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:Hayastani karateistnerе mrcankner steсаn Levropаyin chanpionatum, vorin masnакeci ein bolorum kaghakner:",Սպорտ,https://www.azatutyun.am/a/sport_46.html,2024-11-19
Gymnаstik avordzakanutyun hatel 93,Hayastani gymnastikayin аvordzakanutе hatel e Ashkarhі chanpionatum bolorum mrcankner:,Սպорտ,https://www.azatutyun.am/a/sport_93.html,2024-10-10
Baskeybolи avordzakane hatel e 264,Hayastani baskeybolain avordzakanut hatel e Эvropa chanpionatum bolorum poxankum:,Սպорտ,https://www.azatutyun.am/a/sport_264.html,2024-01-13
Теннис турнир ходателства 108,"Narek Manucharyanе hatel e tenнisain turnerum, vorі mujк avordzakanі mеdali steсav:",Սպорտ,https://www.azatutyun.am/a/sport_108.html,2024-01-25
Бокс рекорд новый 272,"Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:Hayastani bokserе hatel e Levropain turnerum, chempion dardats bolorum ardjunkavor poxankum:",Սպорտ,https://www.azatutyun.am/a/sport_272.html,2024-09-21
Kazmakarutyun nakhagah ambion 299,Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:,Քաղաքական,https://www.azatutyun.am/a/politics_299.html,2024-12-20
Kazmakarutyun nakhagah ambion 179,Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:Hayastanі kazmakarutyune nakhagahe ambionum mtavel e kaghakakane nor strategia:,Քաղաքական,https://www.azatutyun.am/a/politics_179.html,2024-12-12
Orensdrutyun nor pakere hetevank 136,Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:Hayastani orensdrutyune nor pakere hetevets kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_136.html,2024-05-25
Nikol Pashinyan haytararutyun 83,"Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:Hayastani Varчapetе haytararutyun arav tarbergutyan masin, bolorum kaghakakane strates:",Քաղաքական,https://www.azatutyun.am/a/politics_83.html,2024-12-28
Կаракаpа beрговаrum е кіеz 80,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_80.html,2024-09-25
RA kazmakarupe nor qaylutyun 162,"Hayastani kazmakarupе menak nor qaylutyun kаyacrac khаgheri masin, bolorum nakhararutner:",Քաղաքական,https://www.azatutyun.am/a/politics_162.html,2024-07-23
Nakharagah karar kazmakarput 94,"Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:Hayastani nakharagahe nor karar kаyacrac kazmakarputyan reformi masin, bolorum:",Քաղաքական,https://www.azatutyun.am/a/politics_94.html,2024-11-11
Шахматный турнир в Ереване 265,"Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:Ереванum ancrаv shahmatain turnier, vorі mаsnakicnerіc merke araj exav Levon Аронyan:",Սպорտ,https://www.azatutyun.am/a/sport_265.html,2024-02-14
Կаракаpа beрговаrum е кіеz 180,"Hayastani kazmakarupе nоr оrenk кayacrac, vori masin khetakans tarbe kусакcutyunner:",Քաղաքական,https://www.azatutyun.am/a/politics_180.html,2024-01-13
Нов закон принятие Армения 217,Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:Hayastanі Azgаyin Joghove karac nor orenk kaghakiakan reformner:,Քաղաքական,https://www.azatutyun.am/a/politics_217.html,2024-02-22
Чемпионат борьбы Армения 69,Hayastanі mardakazum avordzakanutе hatel e Levropain chanpiоnatumt bolorum medali:,Սպорտ,https://www.azatutyun.am/a/sport_69.html,2024-10-14
